text,label
or both.,2
"the following examples, drawn from the november 2005 economic and fiscal update, illustrate the benefit of the martin government’s tax reduction plan for three typical taxpayers.",3
implement “net neutrality” to protect everyday canadians’ right to freely access the internet content of their choice at a flat rate and with clear and transparent rules.,3
and what treatment awaits them.,4
– balanced budgets;,3
"from alzheimer's to als, from parkinson's to ms, from autism to epilepsy to ptsd, neurological disorders will affect millions of canadians during their lifetimes, but the inner workings of the brain remain one of science's greatest mysteries.",3
– toughen penalties for violations of the lobbyists registration act.,5
and repeat offenders to ensure that serious crime results in real punishment.,5
"the junior canadian rangers program, in which canadian youths aged 12-18 learn camping, navigation and firearms training as well as a greater appreciation of traditional northern culture and lifestyles, is approaching its 20th anniversary.",0
as well as working with the provinces to set goals for tuition fee reduction to manageable levels.,4
"cepa should require that the onus be on industry to show that the products they produce are safe, contrary to the current onus on government to demonstrate harm from these products.",3
"under stephen harper, investments in the canadian armed forces have been erratic, promised increases in funding have been scaled back, and more than $10 billion of approved funding was left unspent.",2
"not surprisingly, then, the energy industry is more than a source of power.",3
"since 1997, liberal governments have invested more than $10 billion to promote environmental sustainability.",4
"spending on programs – even if campaign initiatives after january 7th used substantially all of the available “room” in the bottom line of table 1 – will be flat as a percentage of gdp, at about 12. 3%.",3
we need to unite the country behind a strategy for canada’s long-term energy security.,5
* enshrine a policy that seniors’ care must be provided in the communities where they or their families live.,6
enact “living-will” legislation that guarantees people the right to limit or refuse medical intervention and treatment so people have the choice to die with dignity. (see seniors section above),5
the supreme court of canada has ruled that canadians living with extreme pain and suffering have the right to end their lives with the help of a doctor.,5
power generation accounts for 17% of canada’s emissions.,4
"f) support international momentum for the human right to water by establishing a national legally binding human right to basic water requirements for all canadians (both quality and quantity); and,",1
but also protects consumers who want to access copyright works for their personal use.,3
these measures are part of the liberal party’s broader election platform to lift canadians out of poverty and will be financed from the existing fiscal framework.,4
"we will encourage families to save for their children’s education, through such measures as the canada learning bond, increased canada education savings grants, and the registered lifetime savings program.",4
make the tax system fairer for low-income canadians:,4
too many families are kept apart and too many talented canadians are consigned to work far below their level of expertise as canada’s immigration system fails to reflect modern realities.,5
"in addition to this most basic democratic change, we will also look at new proposals for allowing greater direct democracy and changing the electoral system used to elect members of parliament.",1
"to help canadian children avoid and manage known health risks, we will increase funding to the public health agency of canada by $15 million in each of the next two years, to support a national strategy to increase vaccination rates",4
and decrease our contributions to nato war efforts.,0
"* support greater engagement of women in the political life of canada by advocating that all political parties nominate, train and support more women candidates.",4
making sure that young canadians are fairly paid and receive important workplace protections.,6
"to establish accessible, convenient, enriched and affordable child care spaces for any canadian family that seeks it.",4
recognize a clear result to a clear question in the event of a future referendum in québec regarding québec separating from canada and forming an independent country.,2
eliminate the capital gains tax for individuals on the sale of assets when the proceeds are reinvested within six months.,3
another significant threat to security in our communities is major drug offences.,5
while reducing the enormous waste in our energy systems.,4
"ottawa has looked the other way as the bc government has permitted logging in northern spotted owl habitat, condemning the last few pairs to extinction in canada.",4
set mandatory water efficiency standards for appliances and begin to phase out inefficient technologies.,3
and imposing tough new penalties on those who abuse the system and take advantage of vulnerable newcomers to canada.,5
"all levels of government, pulling in the same direction, will put canada on the path to a prosperous, sustainable future built on fairness and justice.",2
"opportunities for new immigrants, however, vary.",6
"as a government we have taken real action to protect our economy and promote an enviable quality of life in all communities – cities, towns, and rural areas.",3
the measures put forward in the liberal platform are responsible and affordable.,2
establishing a just transition fund for energy workers and the communities in which they live and providing assistance to coal-dependent provinces to close coal plants.,2
it is a fundamental principle of a free and democratic state that its police must be exemplary and above reproach.,2
we will restore dignity and respect to the relationship between government and the supreme court.,1
"including low tillage, water conservation and reduced fertilizer and pesticide use.",4
that is why a liberal government will maintain unwavering commitment to continued debt reduction.,3
"ordering the crtc to enforce responsibility in the cable tv industry, get a handle on fee hikes, deal with the reduction of community access programming and rebalance regulations to put viewers’ interests first.",4
"under the conservatives, many young people have worked hard and struggled to afford their educational opportunities.",2
"we invite canadians to review the distance we have come, and then look forward to the challenging but opportunity-filled horizon ahead and ask themselves: who can best lead this country to the kind of future canada i want for myself, my family and my community?",2
"giving this agency a specific mandate to study the impact of poverty, air pollution and toxics on public health and deliver annual recommendations for improvement.",4
"we will fund new investments over these four years from new revenues and,",4
the office will be a one-stop shop to attract investment and product mandates to canada,3
"over the subsequent five years through 2015, federal support will total at least$6 billion.",3
"the ndp will also bring transparency and balance to supreme court appointments by: improving the process for supreme court appointments by making it more transparent, non-partisan and respectful of the provinces.",1
"made it easier to donate stocks and real estate,",5
we must continue to strengthen programs to reduce and to prosecute domestic violence.,5
"fortunately, canada post is still profitable.",3
in the most recent budget this extra padding amounted to $7.3 billion.,2
"finally, to encourage more voter participation, we will support elections canada in proactively registering canadians from groups that historically have lower turnout, such as students.",1
"to make this vision a reality will require a long journey, a comprehensive effort touching many aspects of canadian society.",5
"under stephen harper, funding for these teams has been eliminated, putting our national response capabilities in jeopardy.",2
"to ensure no other community has to go through this kind of sorrow, shock and anger, the ndp will: immediately launch a public inquiry into the lac-mégantic tragedy to improve transportation oversight.",3
"industry will be helped to establish a national deposit system, recycling systems and third party management to help them fulfill the obligation (like germany’s recycling law).",3
new high-speed commuter trains will almost halve the travel time between toronto and ottawa and toronto and montreal to about two and a half hours.,3
"that’s why, in order to effectively address the looming skills shortage, access to all kinds of post-secondary education and training – university, college and apprenticeships – must be expanded.",4
"paul martin and the liberals have: consistently supported trade agreements that permit corporations to overturn democratic decisions and that are increasingly opposed by governments of developing countries, despite their liberal red book promise to renegotiate nafta.",3
"jack layton and canada’s ndp will reduce costs and help patients by: reducing the cost of drugs with a national bulk-buying program, as australia uses, to use combined purchasing power to reduce costs for provinces and by examining drug patent legislation to ensure corporate protections do not impinge on accessibility of needed drugs.",4
require solar pv installation itself as soon as the price falls to $2 per watt.,3
and provide all forms of law and order.,5
and work with the provinces and territories,2
expanding on the proven success of traditional aboriginal justice in the criminal justice system and increasing funding for aboriginal language protection.,5
"in his 1996 federal budget, paul martin abolished canada’s internationally recognized affordable housing program created by new democrats and pierre trudeau in the 1970s.",4
developmental: the program must include a component of development / learning that is integrated with the care component.,4
questions have been raised about the nomination process in all parties.,2
"around the world, many governments and businesses choose to manage change, evolving to a sustainable future to protect prosperity.",3
canadians work hard at their jobs and within their communities because we know what it means to demand better from ourselves and for each other.,5
the eu requires that the toughest environmental and labour standards of any one nation be the minimum standards for all.,0
women receiving ei maternity benefits will also be able to earn employment income under the working while on claim pilot project.,4
"we will ensure that the employment insurance system is providing real income security to workers, including those with precarious work.",4
and made it much harder for canadians to access the fund,2
revitalize and modernize infrastructure at all levels of government by:,3
"– respect traditional healing,",5
"unemployment is still unacceptably high -- not everywhere, but in significant and worrying regions of real economic stagnation.",3
increase guaranteed income supplement for seniors by 25%.,4
help stop violence against women:,6
– develop a regulatory regime for drinking water on reserve that will provide comparable water quality to that enjoyed by other canadians.,3
"we will implement the recommendations of the external advisory committee on smart regulation related to mining, such as a “single window” approach to federal regulatory bodies in the north for the oil and gas and mining sectors.",3
"the liberal government, on the other hand, has stonewalled.",2
"requires that health risks be made clear in product labelling,",3
they put foreign and corporate business interests first.,3
introduced legislation to protect “whistle blowers” who come forward to report wrongdoing in government and crown corporations.,2
green party mps will: 1) improve our existing acute care system,4
"together, we can embark on the great project of building the country we want for the 21st century.",5
and allow seniors to live with the dignity they deserve.,6
and increase the emphasis on preventative health care.,4
"encourage the best young minds to stay here in canada by increasing funding for university and college-based research, and for graduate and post-graduate studies.",4
"renegotiate nafta’s chapter 11, which unreasonably limits canada’s sovereignty in regulating foreign investment in the public interest.",3
a conservative government will: cut the $975 right of landing fee in half.,2
we will also do more to protect canada's endangered species.,4
"increasing train speeds,",3
* maintain the ban on ge wheat.,4
the green party supports expansion of cpp as the most reliable and predictable pension plan.,4
a re-elected conservative government led by stephen harper will make the promotion of canada's democratic values on the world stage a major focus of our foreign policy.,5
we live in times of increasing utility and growing ugliness.,4
enhancing our support to official language minority communities by indexing the funding for the official languages roadmap.,5
"jack layton and canada’s ndp will improve and protect health care by: creating a national public health agency, modelled on the centers for disease control in the united states, to provide concerted national response and treatment protocols for public health emergencies such as sars.",2
"in much of canada, rail routes that once moved thousands of people are abandoned.",3
and tax exemptions for repair and restoration costs.,3
"we provided in the last budget new funding of $860 million over five years under the tomorrow starts today initiative, in addition to the $740 million already invested since it was created by the liberal government in 2001.",4
the registered retirement savings plan is a very popular savings and investment option for many canadians.,3
and will continue to reduce the burden of unnecessary red tape and paperwork on canada's small- business sector.,2
directing the crtc to crack down on excessive cell phone roaming charges.,3
this leads to greater worker and family stress.,4
"understanding the nature of canada is why new democrats recognize the national character of quebec, something that has been part of our program since the 1960s, and was recently reaffirmed by our party in 2006.",5
"high-speed internet access is not just a quality-of-life issue – it's critical infrastructure that contributes to business investment, job creation, and, ultimately, economic development in rural and remote parts of our country.",3
yet theirs is collectively a story of promise untapped and promises unfulfilled.,2
the soft-on-crime ndp have consistently opposed serious penalties for dangerous offenders.,2
"and investing in local infrastructure such as community energy systems,",3
– and to make sure people have access to quality public health care when they need it.,4
a re-elected conservative government led by stephen harper will respect the unique needs of french-language broadcasting services in quebec by guaranteeing alternating french- and english-speaking chairpersons of the crtc and that one of the two vice- chairpersons will be from each official language group.,5
and others have followed since.,0
"and members of canada's cultural communities who expose these practices risk ostracism, or worse, as a result of coming forward.",5
"to get there from here, market distortions created by a failure to internalize externalities must be removed.",3
"canada and the world community face an environmentally linked, energy challenge of historic proportions over the next few decades.",4
"many of the promised initiatives outlined in the previous sections of this platform – e. g. , building the capabilities of people; advancing an innovative economy; expanding canada’s trade horizons – represent the concrete actions that will implement the plan for growth and prosperity.",3
"the blueprint, endorsed at the first ministers meeting in november 2005 and supported by an additional $1. 3 billion investment, is a comprehensive 10-year plan for the delivery of reliable, quality health care – on reserve and off.",4
so have their families.,4
we'll raise it to $1 million for farmers and fishermen to help them with succession planning and their retirement.,6
"over 660,000 canadians voted green in the 2006 federal election.",2
and progress on improving women’s access to the justice system and legal services.,4
lack of investment in the infrastructure that makes our cities productive and our towns livable is risky behaviour.,3
"religious minorities within iraq are at risk of genocide at the hands of isis,",0
"establishing an independent land claims commission to decide on specific claims, increasing federal government investment in first nations community infrastructure, and undertaking financial reforms to give first nations enhanced access to capital for community economic development.",3
a new conservative government will be committed to significant democratic reform of our parliamentary and electoral institutions.,1
the upbeat mood has only intensified in the ensuing years.,3
"it's time to break the status quo on education in canada and abolish tuition fees for college, university and skills training programs.",4
raise maximum penalties for bid-rigging and cartels to a $25-million fine and 14 years in prison.,3
"the green shift will not only make our country cleaner and greener,",4
"we will end the rule that discriminates against new workers and those re-entering the workforce by requiring them to accumulate 910 hours of work to qualify for employment insurance benefits, including training support.",4
"and providing skills training for workers who have been laid off or who want to transition to more stable, long-term jobs.",3
adopt california standards requiring a 30% reduction in co2 emissions from new vehicles sold in canada by 2015.,4
"jack layton and the new democrats will: establish a canada-wide prescription drug program, phasing in drug coverage for all citizens, beginning with catastrophic drug costs, in cooperation with the provinces and territories.",4
reduce wait times by increasing resources to reduce the huge backlogs in processing applications.,2
the liberal government committed in that year to double official development assistance (oda) between 2001 and 2010.,0
"in the case of greenhouse gas emissions, that externality is negative, because the impact of those actions causes all of us harm.",4
teaching hospitals and regional health authorities – which play such a critical role in the system – will also be asked to contribute to the process.,4
"- support the important contribution the council of the federation is making to strengthening intergovernmental and interprovincial cooperation,",2
"– the united states remains legally obligated to revoke the tariffs and refund, with interest, all duties collected, totalling more than $5 billion.",3
there in no more financially strategic or medically flexible way to help our health care system than increasing the role and numbers of nurses and nurse practitioners.,4
"establishing a new skilled trades job experience program to help up to 2,000 young canadians get valuable job experience working in the skilled trades.",3
"the liberal government has also fought hard to ensure that canadian producers are treated fairly in the on-going wto trade negotiations, seeking an end to export subsidies, improving market access for canadian products, and preserving the ability of canadian farmers to maintain domestic marketing systems of their choice.",3
"as part of this agenda, our government has always made a priority of supporting apprenticeships and canadians working in the skilled trades.",3
"emphasizing education and training of children, youth and adults by encouraging the participation of public and private sectors with the federal government in the development of programs that will move tens of thousands of persons into employment in health, education, social services, sciences, commerce, engineering, trades and entrepreneurial opportunities.",3
our 1990 level was 608 mt.,4
"reduce health costs to families, by phasing in a national prescription drug program.",4
"in 1989, the old-line political parties voted unanimously to end child poverty in canada by the year 2000.",4
"a re-elected conservative government led by stephen harper will continue to support canada's military and development mission in afghanistan and will respect the terms of the parliamentary resolution passed in march, 2008.",0
climate and energy are two sides of the same coin.,4
"and ensuring high quality child care for every canadian family who wants it,",4
and $315 million in every subsequent year to protect our national broadcaster.,4
"income splitting delivers no benefits to working parents who earn similar salaries, no benefits to single parents, and no benefits to canadians who do not have kids.",4
it is time to act on this declaration of support.,3
"a liberal government will take the steps necessary to put canadians at the forefront of technological development, leading the way to solutions to global challenges.",3
"energy efficiency,",4
we will also work with private sponsors to accept even more.,6
"mike duffy is on trial, pamela wallin and patrick brazeau potentially face charges, and the rcmp are reviewing the cases of 30 other liberal and conservative senators identified in the senate expense scandal.",2
introducing legislation to ban the use of replacement workers in labour disputes.,6
"ending the disgraceful federally-run health care services in first nations communities, which require new adequate funding and staffing, and by investing in facilities and working with provinces and first nations on delivering 21st century health care, as well as focusing on “closer to home” health care solutions rather than relying on the medevac model used in many first nations, inuit and other remote communities.",4
it is vital to canadians' shared success that we work together to ensure better economic outcomes for first nations.,4
"it is our hope that the liberal goals and proposals, as set out in these pages, will gain popular support, making it all the more likely that they come to fruition at the first ministers’ meeting and in the implementation period that will follow.",4
the green party believes that the federal government must signal to the civil service that it values and supports environmental scientists.,4
"now, in the 21st century we are witnessing the alarming emergence of a new form of treason.",5
"and ensure his contributions to our national life and identity are remembered and understood by future generations, by purchasing john g. diefenbaker's childhood home and establishing it as a historic site to be operated by parks canada.",5
many potential immigrants have made canada their destination of choice and are already studying or working in communities across the country.,6
opening new markets for manufacturers to find customers and sell their products.,3
"in particular the gpc would remove chapter 11, take water out of any new agreement, remove and re-negotiate the energy provision of nafta, recognizing canada’s need for an energy reserve, control over exports to be governed by environmental frameworks and an emphasis on inter provincial provision first.",3
"stop the decline in family reunification,",4
"foreign aid has been used for political purposes, not to ensure genuine development.",0
"and we'll make life easier for the 1.2 million canadians who claim home-office expense deductions, 80 percent of whom are self-employed.",4
and – as just another example of the lack of respect of the liberal government for parliament – this unanimous motion was ignored.,2
a conservative government will: give public transit riders a federal tax credit to cover the cost of their monthly transit passes.,4
those abuses were very much the exception in the government and public service of canada and prime minister martin took exceptional steps to deal with them.,2
"and climate change preparedness, both of which are important to the quality of life for northern canadians.",4
– promote export opportunities for wood products into growing markets such as china.,3
"our great forests are among the features that define us most as a country, and our forestry industry has been a source of prosperity since before confederation.",5
"add to this the impact of smog on canadians’ health and air and the dangers of nuclear power, which are too compelling to be ignored.",4
"continuing to support the canadian foundation for innovation to finance research infrastructure on university, college, and polytechnic campuses.",3
serving notice that agreements permitting us soldiers to enter canada automatically in times of emergency are cancelled and changed to requiring the express permission of parliament.,0
and the optional protocol of the convention on the rights of persons with disabilities.,0
will we have enough skilled workers to support an aging population?,6
the liberals have not told the truth to talented immigrants hoping to build a new life for their families here in canada.,2
"everyone is against cruelty to animals, but factory farming has brought a new level of inhumane treatment.",4
does it advance the common good?,4
and we've passed a law establishing tougher penalties for criminal gang recruitment.,5
canada border services also has no review or oversight mechanism.,1
and we intend to keep moving forward.,2
"to accomplish these goals, we will: – encourage a culture of home ownership in aboriginal communities.",5
"canadians did not invent this evil, nor did we invite its hatred, but we cannot ignore it in the hope it goes away.",0
"at the same time, our pharmacare plan will provide much needed coverage to the millions of canadians who are forced to pay out-of-pocket for prescription medication every year.",4
"the green party believes that the application of an evaluation method that seeks to account for key social, environmental and long-term economic features in different parts of the country and local communities could provide new insights and rationales for the conservation of local and regional biodiversity.",4
"second, we are committed to creating a competitive tax regime by maintaining the gst,",3
we have a two-track action plan.,4
"we will provide greater education, counselling, and training for families who are providing care and support to veterans living with physical and/or mental health issues as a result of their service.",4
"the ndp firmly believes the arts and culture sector is vital to our collective identity,",5
"in over 90% of cases, canadians are forced to wait beyond what physicians believe is the clinically acceptable maximum wait period.",4
"we will fix this by: 1. introducing a new, universal child tax benefit worth $350 per child, per year, on top of all existing child benefits.",4
"green party mps will: introduce a comprehensive security plan that will provide coordinated direction to the rcmp, csis, the canada border services agency, the coast guard, and the department of foreign affair and international trade.",0
"* launch and maintain new processes driven by aboriginal priorities and legal entitlements, to provide for interim measures prior to settlement of treaties and address governance issues, a just and fair share of lands and resources, legislative inconsistencies, policy inequities, reconciliation and, if in accordance with the wishes of first nations, the phased- out elimination of the indian act.",2
"over the past decade, the liberal government rebuilt the foundations of canada’s innovation capacity, investing $13 billion to elevate the nation’s university and hospital research capability to world-class standard and to build up canada’s innovation system.",3
"reinstating a watchdog agency to monitor, and control when necessary, the level of foreign investment in key canadian industries and by stopping attempts to weaken foreign ownership restrictions in telecommunications.",3
does that make us “left wing”?,2
"these tax cuts will allow canadians to keep more of the money they earn,",3
"we have also focused on treating acute health problems after they arise,",4
"to affirm our sovereignty, we will: assert and defend canadian sovereignty over the land and waters of the canadian arctic, including the northwest passage, where canadian law will remain in full force and effect.",0
– affirming canada’s arctic sovereignty – the impact of climate change is already far more pronounced in polar regions than elsewhere.,4
"that would be followed by appropriate legislation and supported by a federal funding contribution, the size of which will be determined once the strategy is agreed.",2
"taking into consideration full cost accounting, the green party of canada is able to substantiate that investment in the arts rapidly pays for itself many times over.",3
and thousands of canadian families waiting to invite them into their hearts and lives.,6
we thought that the sea would give us unlimited fish forever.,4
"improving fitness,",4
"meeting these targets will take time and dedicated commitment, both from aboriginal communities and governments.",2
"we will pursue strong, rules-based trade liberalization in conjunction with all other countries that are members of the world trade organization.",3
"we'll take these additional steps because when your loved one's future is financially secure, you're better able to focus on the important things that matter in the present.",6
to restore degraded ecosystems and protect species at risk;,4
set a fair qualifying period of 360 hours that will ensure ei is available for canadians paying into it.,6
the threat of cybercrime is one with serious consequences for canadians and our economy.,5
"a re-elected conservative government will double funding for child advocacy centres and child and youth advocacy centres,",4
"instead, we've eliminated the deficit by controlling government spending,",3
sometimes canadians are called upon to care for a gravely ill family member.,6
"seniors' facilities,",4
"working toward sustainable agriculture outcomes that will help reduce input costs for pesticides, herbicides and fuel, which are largely paid by canadian farmers to multinational corporations.",3
9) prevent the spread of hiv/aids and better manage its impacts,4
a 2014 report by statistics canada showed that the number of seniors living in poverty who live alone is nearly one in three.,4
"and the atlantic lobster sustainability measures program provided support for restructuring and rationalization,",6
"continuing our participation in the international space station which will mean new opportunities for canada's space industry,",0
canada’s incredible forest heritage - 300 million hectares or ten percent of all the world’s forests - is a source of enormous national pride and economic value.,5
we will also lead the way in the un environmental program initiative to develop a global mercury reduction agreement with key countries such as china.,0
post-acute medical care.,4
"stephen harper's approach to trade, however, has failed.",2
"domestically, the karzai government is increasingly viewed, even by former members of president karzai's cabinet, as a failed administration.",0
"boom and bust cycles in the extractive industries have taken a heavy toll on canadian families and communities, and it's long past time for us to invest in reliable, long-term, local jobs.",3
parliamentarians and canadians will have the opportunity to debate its analysis and implications.,1
and the major infrastructure surplus commitment to upgrade our sustainable infrastructure such as public transit through unanticipated government surpluses.,3
"the $1 billion amp fund that will stimulate green manufacturing,",4
we will overhaul our immigration and refugee protection system to ensure that canada is seen as a welcoming and compassionate home for people fleeing violence and persecution.,6
"by purchasing more affordable alternatives to the f-35s, we will be able to invest in strengthening our navy, while also meeting the commitments that were made as part of the national shipbuilding and procurement strategy.",0
trap lines will be protected.,5
boost the national child benefit supplement by $300 million annually.,4
"toughen parole provisions once you have been convicted of committing a crime while on parole, and eliminate parole for life after the third such conviction.",5
we will strengthen the ability of cbc and radio canada to deliver superior regional programming and new internet-based media services.,3
"we will work with the private sector and canada mortgage and housing corporation (cmhc) to develop a program to allow seniors the option of receiving these funds through a monthly payment, based upon the equity value of their home.",3
"jack layton and new democrats are committed to addressing gender equality, providing fairness, respect, and dignity for all citizens – one practical step at a time.",4
"as auditor general sheila fraser has revealed, liberal-friendly advertising firms made off with $100 million in taxpayers’ money in bogus commissions on the so-called “sponsorship” program.",2
introduce a national drug strategy with particular emphasis on youth.,5
the kyoto goal of 6% below 1990 is 571 mt.,0
"forced marriage deprives girls of their right to an education,",6
the successes that liberals cherish today – the creation of our public health care system; bilingualism; multiculturalism; the charter of rights and freedoms; the restoration of fiscal order – did not come about by chance.,2
"violent crime overall is 35% higher than it was 20 years ago, while canada’s homicide rate rose 12% in 2004.",5
amend the canadian human rights act to include gender identity and gender expression and identity among the prohibited grounds for discrimination.,1
created the canada foundation for innovation in 1997 to promote research at canadian universities and hospitals.,3
and target them to those most at-risk.,4
"green party mps will: restore and revamp the 2005 agreement reached between the federal government, provinces and territories to achieve a universal child care programme in canada.",4
– making cabinet ministers and their staff subject to the act.,1
"we will invest in comprehensive earthquake, forest fire, flooding and tsunami response plans to bring canadian disaster readiness up to world-class standards, so we can more ably respond to the extreme weather events that are becoming more common as the climate changes.",5
"we also enhanced access to the r&d refundable tax credit and, effective this year, the capital tax for small businesses will have been eliminated.",3
"more concretely, all benefit from canada’s fiscal stability and the federal government’s “triple a” credit rating on international markets.",2
it is demonstrated by our investment of $600 million to provide clean water in aboriginal communities.,4
a conservative government will treat natural health products as “food style” rather than “drug style” products.,4
"working with provincial and territorial governments, first nations, workers and management in the forest industry jack layton and the new democrats will:",3
repealing our important reforms that have strengthened canadian citizenship and reaffirmed canadian values.,2
we will ban partisan government ads.,1
but what is changing is the nature of the work.,3
the green party supports the federation of canadian municipalities large cities caucus request for a commitment of one cent from gst as a reasonable approach to stable financing.,2
"according to goldman sachs, the amount of international capital to be invested in environmental technologies and clean energy has skyrocketed from $400 billion in 2003 to $3 trillion in 2006 – more than a seven- fold increase in just three years.",3
and speaking out against the persecution of religious minorities and women and girls around the world.,1
"child care programs exist in provinces across the country, but they are very uneven.",2
the international policy statement set out the liberal government’s commitments to defend canada;,0
"we will regulate for improved vehicle fuel economy,",3
"in july 2003, jack layton joined with greenpeace and the canadian auto workers to unveil canada’s first green car industrial strategy – one that shows how we can use technology, regulation and the private sector to create jobs by building green cars.",3
"as savings are generated, they will be redirected to reduce or eliminate taxes on business, including: elimination of the $12 air security tax.",3
restricting access to the personal information of victims of sexual abuse;,5
many non-natives are unaware of the fundamental human rights violations occurring within our midst.,1
"we work to ensure the education, health protection and economic autonomy of women and girls around the world to reverse the dangerous trend of increasing human numbers.",4
"and finding ways to mitigate the regular flooding of the millette, bettez, and lacerte rivers.",4
"green party mps will work to: ban experimentation with, planting and promotion of new ge crops.",4
"a new program to retrofit low-income homes, replacing the program cancelled by the harper government.",4
"4. to support lower-income canadians with disabilities we will make the disability tax credit refundable, ensuring that low- income individuals who are disabled are able to benefit from the green shift.",4
they fully disclose risk.,3
measures to meet kyoto targets by reducing reliance on fossil fuels will have important benefits in avoiding ever worsening heat impacts and these contaminants.,4
"that relationship must be built at many levels: federal government to federal government, as well as federal government to civil society, and other levels of government.",0
modeling this plan on european countries’ programmes that have the best track records in eliminating child poverty.,0
the ndp will respect the public service and the independence of scientists and officers of parliament by: creating a scientific advisory council to the prime minister to ensure that our government always has access to the best possible scientific advice from experts in all fields.,2
this would encourage lower and middle-income earners to save more for their retirement and to achieve better returns on their investment.,3
our vision of federalism respects provincial jurisdiction while recognizing quebec as a nation within a unified canada.,2
new democrats will free up front-line resources to ensure that police have the tools they need to keep our communities safe.,5
the record-of-service card – the ndi 75 – is issued to members leaving or who have left the canadian forces with 10 or more years of service.,2
"the best role for government is to let parents chose what’s best for their children, and provide parents with the resources to balance work and family life as they see fit –",4
"this includes water metering and pricing that both reflects a fair value for water and fosters efficient use,",3
"our government has been focused on creating economic opportunities and jobs in communities of all sizes, from major urban centres to rural towns.",3
a conservative government led by stephen harper will repeal the wasteful long-gun registry legislation.,2
"this will ensure that all companies, not simply those that are earning a profit in the short-term are rewarded for their r&d activities.",3
"in the wake of corporate scandals at enron and worldcom, reeling markets, and major industries facing bankruptcy, canadians understandably feel less secure about investing more and more of their pensions in the roller coaster stock market.",2
"canada’s military has a proud history, built on the principles of defending human rights and promoting peace.",5
and using a new national infrastructure program to foster markets for wind energy.,4
this will harmonize permit and licence requirements to reduce regulatory complexity.,3
"to that end, we will restore the independence of the commissioner of canada elections, so that they are accountable to parliament and not the government of the day.",1
but we want to help even more.,4
"on a single night in april last year, more than 500 women and children who were fleeing violence were turned away from shelters across this country.",2
job creation– there is no more meaningful result of liberal economic policies than the increasing number of canadians who are working.,3
"under stephen harper's leadership, canada will emerge stronger and more united than ever before.",5
the challenges involved in tackling economic crime are complex and require clear leadership from the federal government and concrete steps that will create tangible results.,2
"a re-elected conservative government will increase the maximum annual grant for low- and middle-income families from $3,500 to $4,000.",4
only australia has a higher percentage of its citizens living in cities.,2
the systems in canada and the u.s. are nowhere near as advanced.,2
overhauling the canadian environmental protection act to reverse the current focus on voluntary action and replace it with mandatory pollution prevention measures for corporations and institutions.,4
"this will reduce the interest payment on the debt, which is the single largest component of the federal budget.",3
"some, like walkerton and kashechewan, are related to water quality;",4
even the federal government’s own report into the sars outbreak criticized health canada for being “largely invisible” during the crisis.,2
"we will deliver a higher standard of service and care,",4
this investment increases available funding to provinces and territories for community sports programs through sport canada bilateral agreements.,4
improve oversight of national security intelligence activities through the establishment of a special committee of parliament.,1
the liberals’ penchant for centralizing power in their own hands by taking power away from parliament and the provinces has increased the “democratic deficit.”,1
"to protect our nature and wildlife,",4
"* commission health canada to do a nationwide body burden study identifying the presence of carcinogens, neurotoxins, hormone disruptors, and the toxicity levels of canadians.",4
"they have failed to act in the face of an ever-growing climate crisis, instead gambling our future on more pipelines, more fracking, and risky tankers on our coasts.",2
* support research and development of ecotourism as a non-consumptive use of marine biodiversity.,3
paul martin and the liberals have: been consistently vague on kyoto and made the environment ministry the target of some of the largest cuts to pay for tax reductions for oil and coal companies.,3
"the security and prosperity partnership (spp) encapsulates us post - 9-11 concerns about security, addresses us energy needs with canada portrayed as “domestic supply” for the us energy appetite,",3
"to that end, we will expand canada's intake of refugees from syria by 25,000 through immediate government sponsorship.",6
this means that those who rely on the gis have been falling behind the standard of living of working-age canadians.,4
"our enduring values of tolerance, compassion and respect are derived from this formative and enduring experience of creating a common space for different peoples.",5
building a sustainable economy is serious business.,3
"above all, we want and expect our dollars to be spent legally.",2
"paul martin himself has complained about the “democratic deficit,” yet since becoming prime minister, he has done almost nothing to give more real power to members of parliament.",2
while parents are able to spend more time with children.,4
and launching the contruction of the john g. diefenbaker polar icebreaker.,0
consultation with fisheries communities and sectors is essential drawing on experience from new zealand and elsewhere where “no-take” areas actually improved the economically viable fisheries;,3
stay-in-school programs.,4
cultus lake sockeye salmon were not listed to avoid “significant socio-economic impacts on sockeye fishers and coastal communities.”,4
canadians have remained united and resolved on this issue.,5
the best energy choices to respond to the climate crisis should be those that deliver the greatest reduction of ghg per dollar invested.,4
"enable canadian pharmaceutical companies to export generic versions of life-saving medicine for people suffering from hiv/aids, tb, malaria and other diseases in the developing world.",0
"and will make government data available digitally, so that canadians can easily access and use it.",1
