text,policy
"we have a ten-year vision for an active welfare state: to promote work for those who can, security for those who cannot, and rewards for those who save, volunteer, learn or train.",5
and students from particularly challenging backgrounds.,5
alcohol overuse ravages our society.,0
we will strengthen health and safety protections as well.,7
building a new station at karnup on the mandurah line.,4
there are more people back at work.,4
"we will also secure robust and legally binding protections for workers’ rights,",2
new zealand first will keep our currency pegged to that of our main trading partners.,4
"we will restore funding for te kotahitanga as this programme has positive outcomes for maori learners and for all learners, no matter what their heritage background.",5
we believe action is now required to ensure that producers can earn a decent living as part of a dynamic and innovative sector.,7
"unfortunately, when it comes to fighting crime the anc has done little but offer empty promises for years.",3
"review the 1988 forestry act restructuring coillte so that it gives equal consideration to the social,",4
"yet, the liberals have failed to enhance our trading relationship with our largest trading partner, the united states,",4
"the increase to the minimum wage recommended by the low pay commission was welcome, but there needs to be a means whereby those on this level of pay have longer term certainty regarding what they should be paid.",4
the family home protection act will be widened to include registered couples in order to avoid any chance of a ‘secret sale’ of the home of a registered couple that may be in the name of only one member of that couple.,7
"while we believe that openness to the world economy is an important source of american leadership and dynamism,",4
"in this regard, at the top of our agenda is also the creation of decent jobs in recognition of the fact that: employment, is the principal route for our people out of poverty;",7
"to reach our goal, the ndp will eliminate the unfair ceo stock option loophole",5
"and widespread understanding of sexual consent law,",2
"$984m investment to support rail, including $436m for phase one of the city rail link",4
support effective public awareness campaigns such as be clear on cancer and learn from what works when designing new health promotion campaigns to change behaviour.,5
victim impact statements: ‘victim impact statements’ should be introduced into the justice system as admissible considerations for setting the level of compensation and for sentencing purposes.,6
increase leader funding and restart the rapid & clar programme,3
· investing in regional research and development programmes that will forecast the long term opportunities and skills required to increase productivity and economic growth.,4
"in the 2016 referendum, wales voted to leave – yet the welsh labour government and plaid cymru are intent on overturning that decision by holding another referendum on our membership of the eu.",1
making new zealand's case for a seat on the un security council.,1
continued development of horse and greyhound racing industries,5
" open more trades academies with an agricultural component from 2012, for 16 and 17-year-olds.",7
" toughen penalties for driving while disqualified or without a licence, alcohol or drug-impaired driving, and driving at excessive speeds;",6
"* promote an integrated programme of supports, tax cuts, and awareness raising that time spent with children, time spent in community, time spent in interdependent healthy relation as community is essential for the continuation of our society.",5
"labor’s contribution to the adelink project will be consistent with our plan for australian metals manufacturing and jobs, which requires all federally-funded projects to use steel that meets australian standards and certification requirements.",7
“national will provide $33 million over four years to expand specialist mental health services for young offenders to increase early intervention and help reduce reoffending.,5
"halted the construction of projects,",4
"for our people and generates the resources necessary for creating a fair society, improving quality of life",5
"local advanced manufacturing and hi-tech jobs, particularly in regional australia.",7
"we'll provide free after-school care and holiday programmes for every child at decile 1 to 4 schools, and we will expand access to out of school care and recreation (oscar) low income subsidies to children at decile 5-10 schools.",5
"oblige gardaí to maintain adequate contact, through identified liaison officers, with victims of crime and to report progress on the investigation and on the prosecution.",6
"much needless suffering, premature loss of life, and considerable healthcare costs can be avoided through improved health research, screening programs, more timely diagnosis, earlier treatment, improved lifestyles (diet, exercise and smoking cessation), and healthier public policies and environments.",5
and making sure workers share the benefits.,7
we will: raise child benefit as from 2016 from £20.70 a week for the oldest or only child and £13.70 a week for additional children in 2015–16 to £40 a week for each child.,5
the cost of drugs to the hse continues to remain high notwithstanding significant savings over the past decade or so.,5
■ safeguarding workers rights.,7
public health authorities will be asked to present a coordinated response to the problems of poverty and hunger among children to the ministries of health and education within three months of the election.,5
we will use data to identify whānau in substandard living arrangements and work with intermediaries to target and co-ordinate a range of assistance as part of an expanded kainga ora initiative,5
"students can apply while studying to help cover their tuition fees and return service after graduation, or international graduates can apply with the same return-of-service provision.",5
"the nationals recognise that the food manufacturing, retail and food service industries are an increasingly important part of the economic fabric of the australian economy.",7
"ireland has a deserved reputation in the manufacture of high quality bio-pharmaceuticals and medical technologies where over 75,000 people are employed.",4
"invest more in medical innovation, research and development;",4
"treat all migrants with dignity, compassion, and respect in accordance with international conventions on human rights.",2
"there should be a system of governance, funding and management which will foster strong hospital networks, well connected with their communities and well aware of their needs.",5
we will continue to work with all parties to implement the full package of measures in the stormont house agreement and address outstanding issues.,3
"the green party wants to make it easier for wellingtonians to get around cheaply and quickly, with smarter, cleaner transport choices.",4
we gather to reclaim the basic bargain that built the largest middle class and the most prosperous nation on earth –,6
"and invest in after-school programs,",5
a conservative government led by stephen harper will withdraw the current marriage reference case before the supreme court and hold a free vote in parliament on the definition of marriage.,6
such as the minimum wage,4
"social exclusion has a broader meaning than just poverty as it points to exclusion of people from activities, goods and services considered normal to the society in which they live.",5
this includes: supporting great ideas by co-investing in early stage and high potential companies through the $500 million smart investment fund.,4
"this will require mps to resign their seats and seek election again if they want to switch parties, or to join a party after being elected as independents.",2
"international research suggests prisoners are less likely to reoffend when they are off drugs, are able to read and write, and have basic work skills.",6
95. the eff government will heavily invest in research and development and,4
"the reliability and affordability of the nbn is going to dramatically improve access to technology, like cloud computing, that will allow businesses, particularly smes, to reduce costs and increase productivity",4
new zealand’s transport infrastructure underpins our economy – we are committed to helping new zealanders get to where they need to be faster and more safely,4
"ukip promised a far-reaching review of childcare provision in 2015, and this is still urgently needed, not least to de-regulate and simplify an increasingly fragmented system.",3
"this year we will commence contributions to the united nations green climate fund, with an initial contribution of €2m that will rise in coming years.",5
"learning from each other and embracing what has worked elsewhere in canada, makes us stronger as a nation and as a people.",6
and through breaking down centralised controls that have held back productivity and sustainable real wage growth;,4
review student support systems to ensure they are fit for purpose and have adequacy for life-long learning.,5
"democrats are unified in their strong belief that every student should be able to go to college debt-free,",5
review the balance between statutory requirements and the discretionary decision-making processes.,3
in addition to the steps to ensure wales has a strong voice within the uk we will: devolve air passenger duty to put wales on a fair playing field with scotland and northern ireland,3
" convert transpower nz ltd to a public utility, rather than a profit-driven soe,",4
"where as the uk has the bureaucracy and waste of three separate social security agencies, / the snp will investigate the creation of a single agency responsible for the streamlining of benefit payments at all levels in scotland.",5
"provide for a range of marine protected areas, from no-take marine reserves, recreational fishing parks, species-specific sanctuaries and seabed reserves.",5
we now face the spectre of five million of our fellow south africans diagnosed hiv positive.,5
"number 3, we will ensure government spending is focused on frontline services such as health and education by capping the number of bureaucrats",3
ensuring ireland has an effective and efficient driver licensing regime.,6
we will deliver further on the epsen act 2004 prioritising entitlement to an individual education plan with associated resources for every child with a disability.,5
"an additional 50,000 student accommodation places will be provided through partnerships with the private sector and direct state initiatives.",5
local government shall be empowered to provide resources for developing appropriate infrastructure for street traders and hawkers,4
labour believes that the strategic investment bank should be an essential component of the re-structured banking system.,4
the national party's approach to building a more secure future for new zealand families is broadly based.,6
"in fact, this problem costs the canadian economy about $2 billion every year.",5
most of the reductions will be directed at motor vehicle levies.,4
labor’s reforms will see an enhanced and expanded parliamentary budget office that: prepares macroeconomic forecasts that underpin all key budget statements and updates.,3
"it is clear that if labour pay and conditions are undermined and more financial pressure is brought to bear on the workforce generally, the economy will implode.",7
"the north has achieved immense geopolitical significance, and corresponding increased interest from foreign powers, demanding a canadian presence to back up our legal and historic claims to its lands and waters.",1
"unless we solve that problem, it will avail us little to solve all others.""",5
the ruling party has proven itself unable to stop the rot.,3
"there are many sources for getting credit, including within the domestic economy.",4
we also reversed a decision made by bill shorten as financial services minister to take inactive bank accounts and life insurance policies after just 3 years (as opposed to 7 years).,4
burglary convictions that pre-date the introduction of the legislation will count as prior offences as they do now.,6
create a publicly administered nhi fund.,5
and we will make investments in affordable housing near good jobs and good schools.,5
"gains arising on chargeable business assets acquired from 2017 and held for 5 years will be charged at a rate of 10% on disposal, up to a maximum liability of €10m.",4
and made our public health response even more challenging.,4
"and teachers deserve due process protection from arbitrary dismissal, but we must have fast, fair procedures for improving or removing teachers who do not perform on the job.",5
our service sector will flourish creating further jobs for people workingfor and with people.,7
"wider investment options for credit union deposits than current options (limited mainly to government bonds, bank bonds and cash deposits);",4
and gender equality.,5
"« between 1991 and 2011, the number of farms where the oldest operator was less than 40 years old declined almost 75%. » (statistics canada)",7
1) the eff government will ensure that all members of parliament and legislatures hold a minimum of 1 community mass meeting per quarter in the constituency to which they are deployed or allocated by parliament.,2
significantly increase the budget for health promotion and support public immunisation programmes;,5
"job security, and",7
"therefore, any borrowing the uk treasury and ni executive embark upon to develop infrastructure should seek to prioritise sharing.",6
"the medical schemes act was passed in 1998, its stated aim is to expand access to private care by forcing medical aids to charge uniform rates and admit all applicants, irrespective of risk.",5
create financial incentives for the third level system to respond to skills gaps,4
added mental health nursing staff to national's voluntary bonding scheme.,5
"require the disclosure of documents relating to government tenders and procurement processes, once such processes are finalised.",3
the public sector needs to lead the way in being a positive employer for disabled people.,7
" consider making the constitutional advisory panel a permanent or long term institution, with administrative support from the ministry of justice or ministry of culture and heritage, to ensure the conversation about our constitution arrangements continues;",2
"we believe that we must provide exceptional tourist experiences by having the finest national park system, the best museums and cultural events and the most hospitable service.",5
"these propositions, couched in language not dissimilar to that used by lenin, would be quaint if it were not that this is clearly a programme of action, now well underway.",2
we believe that is can be more efficient in delivering services.,3
i started by saying that this was the best country in the world in which to live and i’ve outlined some of the plans we have to make it even a better place in which to live.,6
we will not change the current rates of corporation tax.,4
increase the government's investment in the working income tax benefit by over 15% to provide additional financial support to canadians who work but still live below the poverty line.,5
"medicare’s long-term debt is in the trillions,",4
"parents should support their children financially,",6
• phase out the use of ozone depleting substances,5
"actively encourage the assimilation of foreign nationals in our communities, to make immigrants feel at home.",3
but give the same type of supports to small and medium businesses.,4
"we will draw on the expertise of today's successful managers and entrepreneurs in the private sector, like the ""dollar-a-year"" businesspeople who answered their country's call during the second world war, to build real-world competence and accountability into government procurement and operations.",3
* support expanding industry-based job training and apprenticeship programs to address massive shortages of trained workers.,4
scotland has the right to choose a better future.,2
"while the aftermath of the 2001 terrorist attacks brought about a greater need for homeland security, the american people have already delivered their verdict on the transportation security administration: its procedures – and much of its personnel – need to be changed.",3
and it doesn't belong to the special interests behind political parties.,2
we will create a framework where the best elements of the present decentralisation programme / can be secured and further potential opportunities developed for the future.,3
"that’s tens of thousands more life changing operations such as joint replacements, cataracts, cancerous skin lesions and cardiac surgeries",5
we're committed to ensuring that they are.,4
reducing our overall energy demand from buildings and homes.,4
growing social enterprise: by removing regulatory barriers that adversely impact on social enterprises.,4
"we will build a lean, efficient and capable state",3
"new york has been battered by superstorms, and texas swamped by flash floods.",5
and support pro-school education.,5
ensure the commonwealth government leads by example as a direct purchaser of renewable energy.,4
"• put much greater emphasis on prevention,",5
only then did the other opposition parties speak out.,3
the current antagonism toward the private sector in south africa is largely driven by narrow political interests with the private sector being scapegoated for the lack of meaningful economic justice by a government unwilling to take responsibility for its own failures in this regard.,3
"by partnering with the private sector, local government, and investors, national will ensure we have the right infrastructure for the 21st century.",4
all investments made before this date will not be affected by this change and will be fully grandfathered.,5
"they’ve got this welfare reform that says they’re going to push all the people sitting on their arses, according to them, into jobs, when we’ve got high unemployment because there’s no jobs to go into",7
"merge the functions of culture ireland and cultural projects into the arts council, which will be given an expanded mandate to promote irish arts abroad.",5
"access to digital networks is a right, and it is incumbent upon government to make it fast and affordable.",2
pursuing political prerogatives has also led to unclear and unjust coverage definitions.,5
"to help accelerate the technological change required by farmers, businesses, and consumers to adapt to a low-carbon future, we will implement a suite of complementary measures to ensure we meet our emission reduction targets.",4
labour’s workplace relations package includes:increasing the minimum wage to $16. 50 an hour.,4
"reverse coalition cuts to the disability support pension, so that people with a disability can continue to access income support",5
we have significantly sped up the settling of historic treaty settlements and are nearly there.,6
"(canada’s rate flattens out at 29 percent for incomes above $121,000.",5
"the nationals will review and simplify these incentive programs, and ensure that medicare systems encourage regional practice.",5
it is at the core of our agenda for change.,5
the liberal government has already bolstered the canadian forces by:,1
"as soon as possible, we will reverse the current administration’s blocking of the keystone xl pipeline so that both our countries can profit from this vital venture",1
>> we’d have a better public transport system.,4
failure of the government to ensure a fair recovery across the country,3
"because of the presence of francophones throughout canada, their attachment to their language and culture, and the determination of quebecers to affirm a distinct identity, canada learned early on to handle diversity positively and constructively.",6
"if congress had then controlled its spending, we could have done even more.",3
"the green party will fund an additional 1,000 places at tertiary institutions for undergraduate and postgraduate students of engineering, mathematics, computer science, and the physical sciences.",5
this would allow better public policies and more comprehensive statements about the true economic value of biodiversity as a whole.,4
we are opposed to single seat constituencies which would reduce minority representation.,2
"the most recent ministry of health study found that of 400,000 new zealanders who use cannabis, a whopping 42% do so for medicinal purposes, to alleviate pain or nausea.",6
our prosperity relies on our diversity.,6
and fairness in the labour market.,5
"immigration enriches our society, boosts our economy, provides tax revenue and attracts inward investment.",6
"we will introduce annual paid-training leave, support employer-led training,",4
the issues impacting aboriginal people in canada are complex and cannot be assessed without a full sense of the searing violence of generations of occupation and assault upon traditional culture and values.,6
the nationals will implement a national port development plan to address capacity constraints in our ports and facilitate the efﬁcient and swift movement of our exports.,4
"as a source of funds for transnational criminals and terrorist organization, a threat to national and international security.",6
"green party mps will: increase funding for and promote the use of restorative justice programs for first time non-violent offenders, in which wrongdoers make reparation to victims and their community.",6
regulation can be good.,4
"democrats believe we need to protect, strengthen, and build upon our bedrock health care programs, including the affordable care act, medicare, medicaid, and the veterans affairs (va) system.",5
i believe we can use the same partnership concept to help create a renewed sense of community in country australia.,6
especially at primarily health care level.,5
"currently derelict, the st kilda road facility was formerly a repatriation centre used by world war i veterans as the repatriation commission outpatient clinic.",5
the trade-offs between offering competition and choice on the one hand and incentivising consumers to make good use of funding on the other require careful analysis.,5
it will therefore be best placed to carry forward these values.,6
fianna fáil believes that government should take the lead in encouraging our national taxi pool to become more accessible to people with disabilities.,5
"direct $50 million in funding into community-based, educational, sporting, cultural, and vocational opportunities for young people at risk.",5
and we'll create insulation standards for rental properties,4
"during ten years of liberal government, our health care system has struggled from crisis to crisis.",3
"there would be no more sectors, no more enforced social segregation.",6
"for pensioners – we want a singletier pension set at £160 per week, with the triplelock protection continuing.",5
"as president reagan issued the clarion call to “tear down this wall,” so must we always stand against tyranny and oppression.",2
"beginning in 2007-08, we will set aside $200 million annually in the form of federal tax credits to encourage developers to build or refurbish affordable rental units in which at least 40 percent of the occupants earn less than 60 percent of the local median income.",5
an open economy with a strong high-technology exporting base,4
"the cancer care coordinators will provide support and education patients who have been diagnosed with cancer, their families, carers and staff",5
the greens have a plan to move toward an australian republic which includes a commitment to: use a combination of online and direct citizen forums across the country to consult with australians and organisations about whetheror not australia should become a republic and explore possible models,2
jobs growth over the past two years has slowed to its weakest pace in 15 years,4
• keep tertiary fees capped.,5
"our conservative government released canada's first counter-terrorism strategy in 2012, building resilience against terrorism, designed to counter domestic and international terrorism and protect canadians and canadian interests.",6
"• require registration of immigration consultants, such registration to ensure consultants are people of repute who operate to a defined standard.",4
the constitutional convention voted overwhelmingly in favour of amending article 42.1 of the constitution.,7
"and will work to end practices like solitary confinement for adults and juveniles,",2
the accords provide for special housing areas to be established that will allow fast-tracked development of new housing.,4
"this unit will measure, monitor and report on the funding and the outcomes",5
"given climate realities and volatile international oil prices, expanding oil sands production is simply not on.",4
promote an international treaty on the principles and limits of the use of technology in modern warfare.,1
we will oppose the privatization of canada’s health system.,4
"set up a new sme research hub, which relating to smes for business owners, researchers, and government.",4
apprentices aged below 21 do not have the same access to support networks such as student voices.,4
"the corporate tax rate will increase from 15 to 17% on january 1, 2016, keeping the combined federal/provincial rate well below the united states, and below the g7 average.",4
female veterans can face very different health and wellbeing challenges to their male colleagues and there is currently no specific platform to consider the needs of this group.,7
but we need to invest and support them if we want australia to become a global centre of ideas.,4
their record on combating climate change and environmental damage has been one of inaction and broken promises.,5
•federal funding for child care should favour centres run by local communities,3
farmers have an important role to play in making this become a reality.,5
"not having an fta with the eu will not prevent our trading with eu businesses, so talk of a ‘cliff edge’ is pure hyperbole.",1
"so whānau have more choice, greater control and flexibility over support and funding in their everyday lives",2
we believe that australia must play its part in addressing climate change issues.,5
"vancouver 2010– liberals recognize the importance of canada’s athletes, their commitment to excellence and their perseverance.",7
"make aboriginal and torres strait islander children's health a funding priority, with a focus on community-controlled health services and additional community-based aboriginal and torres strait islander child-care services.",5
we need to amplify the voices of the american people through a small donor matching public financing system.,2
onshore wind planning guidelines: fine gael understands the concerns of local communities who feel that wind farms are imposed on them.,5
"and the vigor of u.s. agriculture is central to our agenda for jobs, growth, and prosperity.",7
"and dealing with the premature notion of a united states of africa while promoting a strong, stable, regionally integrated and respected africa.",1
such legislation exists but is not being used.,6
increase access to clinically- and cost-effective talking therapies so that hundreds of thousands more people can receive this support.,5
western australia’s economy is in transition.,7
they have repeatedly flouted eu limits on air pollution and scrapped energy efficiency schemes that would reduce energy bills and end the scourge of fuel poverty.,5
national is not taking a balanced approach to transport.,3
adopt the curriculum and models used by independent schools or at the very least investigate the idea of collaborating with them.,5
ensure that they are properly resourced and trained.,1
our careful and balanced approach to the minimum wage has seen it rise to $14.25 while ensuring jobs are not lost.,7
"whilst we believe that disabled people should be encouraged and supported into employment, we do not believe it is appropriate to require disabled people to face the same obligations and threats of sanctions in looking for employment.",5
and the environment in the core text of our trade deals.,5
isolation units - a number of special isolation units will be established within the prison system for the accommodation of prisoners who are a major risk to society through organised crime links.,6
"democrats recognize and honor the contributions and sacrifices made in service of our country by the americans living in the territories of guam, american samoa, the u.s. virgin islands, and the commonwealth of the northern mariana islands.",6
"we can expect greater instability, with more episodes of extreme weather, such as the heavy rain and floods of the 2013–14 winter.",5
"in government, we will introduce a fairer system of stamp duty on residential properties that helps make housing for all families more affordable.",5
oversee the delivery of the programme for government and keep the cabinet informed on delivery of the government's key priorities,3
* appraise and support development of different kinds of fishing gear that makes a profit while minimizing by-catch and habitat impact.,4
we can do so too - together.,6
we love our new zealand beaches.,5
the parole system must be overhauled and depoliticised to prevent hard-core criminals and the politically connected from benefiting.,6
to facilitate energy efficiencies;,4
encourage the development of student unions with student representation on appropriate college decision making bodies.,7
"but the world's leading expert on how marine life is affected by seismic surveys, dr lindy weilgart, disagrees.",5
and create jobs for new zealanders,7
the ifp is a south african party for africa and our values inform our position in the field of international relations.,1
and getting the fundamentals of the economy right.,4
"it is unitedfuture policy to: assess whether the same governance structure for schools as small as 9 students in remote rural locations as for large schools of over 2000 students, despite widely varying needs and pools of potential trustees, is appropriate;",5
"we will work with companies to ensure they have sustainable supply chains that are free from slavery, treat their workers fairly, and pay taxes where they are due.",1
"if climate change continues unmitigated over the coming years, it will cause serious and damaging economic dislocation across the world, with australia set to suffer the worst consequences.",5
"driving up the price of everything canadian families buy, including gasoline, groceries, and home heating fuel, by imposing carbon pricing schemes on the canadian economy.",3
"in their last year in office, the liberals finally passed long overdue legislation to reduce both corporate and union funding of political parties.",3
only labor will put families first.,5
"it will be known for smart business,",4
"grow sustainable rural enterprises and industries through strong rural-urban linkages; increased investment in rural industries and agro-processing, trade development; and access to local markets and financial services.",7
"these changes form part of our $200 million nationwide safe to school project, which aims to get more than 50 percent of kids walking or cycling to school by 2020. 6",4
access to health care is a real issue for children.,5
promote international recognition of same sex marriages and civil partnerships as part of a comprehensive international lgbt rights strategy that supports the cause of decriminalising homosexuality in other countries.,2
"in addition to the snp’s support for an eu common security and defence policy we would participate in the western european union, the organisation for security and co-operation in europe, the north atlantic co-operation council and the partnership for peace.",1
we will retain the requirement of notification of bank charges until a proven track record of meeting consumer benchmarks has been achieved.,4
"commencing a circle line, linking the mandurah line to the thornlie line.",4
"a shorten labor government will provide the policy guidance australia’s agriculture sector needs to meet its full potential, rise to its challenges and create more prosperity and jobs in our regions.",7
"economists call this an ‘externality,’ meaning the actions of one person have an impact on people around them.",5
"despite progress in improving social welfare payment rates, absolute poverty is still a reality,",5
"disallow any person who has been convicted of corruption, fraud, theft or violent crime from holding public office.",3
in a second term fine gael will examine proposals and international evidence in how to better encourage use of this health promotion measure.,3
"they also underpin future budget revenue, and a sustainable fiscal position.",4
we will further require that judges undergo a certain level of training as a condition of appointment to the bench.,6
"after deciding not to participate in the war in iraq, canada has taken an active role in the country’s reconstruction with the provision of more than $300 million in humanitarian aid, and forgiveness of approximately $750 million of debt.",1
establish a forum on the irish language involving all sectors of society and the relevant stakeholders.,2
the legislation will include an effective oversight role for the oireachtas.,3
the overruns in the port tunnel and other major road and infrastructure projects.,3
failing to take these decisions will cripple our economy even further and,4
we are finding innovative ways to free up wireless spectrum,4
"increased the number of pacific people having elective surgery from 6,047 in 2008 to 7,463 in 2014, a rise of 23 per cent.",5
build a light rail line running from mahon to ballincollig via cork city centre;,4
open up the european council by making positions taken by member states public.,2
"a country which releases violent criminals to be recycled through the police files and the courts after serving only a third of their sentences,",6
"for example, 3.2 million people are currently diagnosed with diabetes, and it is estimated that spending on treatment will rise from £10 billion to £17 billion a year over the next 25 years if action is not taken, such as to reduce levels of obesity.",5
snp mps will bring forward proposals to extend the franchise to 16 and 17 year olds in all elections.,2
"o we do not support the introduction of a process of oireachtas confirmation as we believe that, where they exist, such procedures inevitably lead to destructive partisanship.",3
orthopaedic surgery is amongst the fastest growing areas of health demand.,5
"in order to better protect canadians and their food supply, the ndp will: undo the conservatives' damaging cuts to the canadian food inspection agency.",4
special needs and schools in areas of disadvantage,5
"we will increase staffing levels to the 12,000 required under the strategy.",5
its most beneficial outcome will be the growth of the local economy through new opportunities that will be created.,4
"but the regions have the capacity for much better economic performance, and the nationals’ practical support for regional economies will help to make them more competitive.",3
"the government spends about $18 billion per year on grants to individuals, corporations, and non-governmental organizations.",4
"despite the poor information from the ministry, we know that the needs of these students are not being met.",5
"we ran surpluses when last in government, and we will do it again.",4
"we need services that fit around people’s lives, not ones that force them to fit their lives around the care they need.",5
"provide canadian diplomatic assistance as needed and determined by the african union to keep all parties negotiating towards a new comprehensive peace agreement that delivers democracy, shared power, shared wealth and stability;",1
" regularly review the classification of drugs to ensure they accurately reflect their health, behavioural and social effects;",6
"rather than offering free benefits to people who are already well off and can afford,",5
work to ensure the public sector is responsive to the needs of ethnic communities.,6
"• provided $9.5 million funding for rugby world cup community events, to showcase the best of our regions to the world.",5
"we will continue to partner with local communities to support their sustainable developments such as passenger rail, bicycle and pedestrian paths, and other projects to support livable cities.",4
we will also restructure the governance structure of the public broadcaster to end the political influence of partisan cronies being appointed to the board.,3
"in contrast, a republican administration and congress will partner with local governments through cooperative enforcement agreements in section 287g of the immigration and nationality act to make communities safer for all",6
"a strong and secure israel is vital to the united states not simply because we share strategic interests, but also because we share common values.",1
"they’ve adopted the proposal of the retirement commissioner, which would see the age of eligibility reach 67 by 2033.",5
thereby enhancing biodiversity within the marine area and preventing the extinction of marine species such as the maui and hector's dolphins and the eyelash seaweed,5
"this is made up of$255 million for extending the 20 hours ece subsidy in the first year, rising to $335 million over 4 years due to increased enrolments.",5
"in future, capital investment in multi-use sporting facilities will be prioritised.",5
"we can act now to take proper care of our children and bring them out of poverty, for their sake and for our country's future.",5
this committee will deliver its recommendations to parliament.,2
we are not about ideology.,3
the next labour government will rebuild communities ripped apart by globalisation and neglected for years by government.,6
establish tuakana/teina mentoring and coaching initiatives that encourages a seamless transition from secondary to tertiary education,5
they would also take a lead on developing whole-school approaches to mental well-being.,5
which is jeopardised by non-compliance with international standards,1
this will deliver a total boost to the nhs scotland budget of £2 billion by 202021.,5
act believes that the government’s role in funding education has become poorly focussed leading to inefficient outcomes.,5
make police stations user-friendly: the ifp realises that police stations need to become more user and community friendly.,6
"first steps: a proportion of the savings from our reform programme will be earmarked to fund a new, targeted first steps early childhood education programme aimed at breaking the cycles of disadvantage and at providing pathways out of poverty.",5
"we have built major waste water treatment plants to facilitate development and new homes in cork, limerick, galway, waterford and other gateway and hub towns.",4
• ensure the commitments to those who are already injured are honoured.,5
"we believe this will lead to a renewed focus on the eu’s potential to deliver effective solutions to poverty,",5
in our 2009 manifesto we promised you leaders who are honest and committed to serving the people.,3
in advance of the crt we propose one initial measure to fulfil our commitments to drive fuel prices down,4
"as part of this initiative, labor will ensure the inclusion of an ‘adf flag’ within this data set, to allow governments to identify if an individual had previously served in the adf or was a partner or child of an individual who served in the adf.",5
increase the pension to €260,5
"70% of ireland’s overseas visitors come from britain, the us, germany and france.",4
"review gambling advertising standards, particularly their impact on children.",6
"the housing shortage is leading to higher rents, less stable tenancies, and rising homelessness.",4
fine gael will introduce a targeted child support for all low-income families,3
encourage private investment in upgrading rental housing through the taxation system.,4
"it will support a range of housing options including single or multiunit developments, new builds or existing dwellings.",5
"finally, democrats will make government simpler and more user-friendly.",3
we will permit written questions during the summer recess.,3
"the number of healthcare practitioners, particularly doctors is very low relative to the population size of south africa.",5
"these new targets will help us achieve the goals of the new zealand skills strategy – a visionary strategy for a highly skilled workforce,",4
early intervention programs in every school.,5
"ensure that new technologies are used in ethical and responsible ways by:introducing a lovelace code of ethics to ensure the use of personal data and artificial intelligence is unbiased, transparent and accurate, and respects privacy.",4
secure public control over the strategic direction and policies of the national grid.,4
"a conservative government will: extend to five years the period during which former ministers, ministerial staffers, and senior public servants cannot lobby government.",3
the nationals will provide the nation with a new policy direction for primary production.,7
labour will explore the development of the bus rapid transit model in our cities,4
"we have always supported the electrification of railway lines in wales, despite the westminster government dragging their heels.",4
"invest in dementia services, ensuring that support is available for all affected by this debilitating disease, including families and carers.",5
review labor’s recent shipping reforms with a view to revising or reversing measures that hinder the competitiveness of australia’s shipping services;,4
"and ensure that total housebuilding increases to 300,000 each year.",5
investing in education,5
we will double the number of doctors trained locally and abroad.,5
"president obama is strongly committed to protecting an open internet that fosters investment, innovation, creativity, consumer choice, and free speech, unfettered by censorship or undue violations of privacy.",4
"independent regulation of media, communications and advertising.",4
including penalties on developers if they fail to bring the estate up to the necessary standard within the prescribed time.,4
"if you support real action, vote for the coalition and that’s what you’ll get.",3
we will make new investments in public transportation and build bicycle and pedestrian infrastructure across our urban and suburban areas.,4
the abundance of our nation's food and fiber system should not be taken for granted.,7
• better medicine monitoring for more patients through local pharmacies.,5
support energy research development and innovation programmes.,4
"that help protect clean air and water and support wildlife habitats, including for threatened pollinators.",5
"the tenancy act (1986) requires landlords to maintain properties to a ""reasonable"" standard, but it is very difficult to define (or enforce) what that means.",4
"undue haste,",3
"currently they may receive up to $165 less per week, which is a disincentive to go off the benefit and into full-time study.",5
the rlsp will also allow canadians to save for things they need before retirement.,4
labour in government will reinvigorate the national campaign against sellafield.,5
"with labor, hospitals in tasmania can expect to receive around $40 million more in funding than they would under the liberals.",5
adhere to international agreements on environmental matters.,5
and build on successful community-based responses to youth at risk including the wraparound service.,5
work to reduce food imports and increase home and local food production where feasible.,4
and ensure that any facility where migrants are being detained is held to the highest standards of care and guarantees their safety and dignity.,6
and an improving marine environment.,5
"at current levels, the new zealand tertiary education system produces 900 to 950 engineering graduates a year.",5
a robust bio-fuels and lpg domestic industry will ensure greater security of supply in transportation fuels.,5
caring society where the dignity and humanity of all is upheld steadfastly and celebrated universally.,6
"new zealand’s approach to race relations must not rely on wishful thinking, make-believe or denial.",7
adhere to the rule of law.,6
we advocate a seamless approach to helping employees stay on the job and advance through education.,4
"the nationals recognise the importance of research on climate variability, founded on scientiﬁc merit",7
we must always ensure our outstanding intelligence and security agencies have the powers they need to keep us safe.,6
