text,policy
while achieving an economic balance for home heating,3
pare back the defence of entrapment so that only offenders truly pressured into crime can use it.,5
"under a da national government anybody found guilty of corruption, where either of the parties to the corrupt relationship was a government official or public office bearer and where public money in excess of r10 000 was involved, will be sentenced to 15 years in prison.",5
we have devolved power to councils and communities.,2
"primary treatment and prevention services that provide first contact, community-based care.",4
"give new powers for communities to shape their high streets, including power over payday lenders and the number of fixed-odds betting terminals",2
having a strong vet sector is an important part of labor’s plan to tackle inequality.,3
"women offer unique and valuable perspectives, and the economy and society does better where women and men share leadership roles.",6
• expand mental health services in primary care.,4
"they continue to play a key and critical role in the decisions, which affect our nation as a whole.",5
we have launched project green to ensure a healthier environment.,4
"our unique marine sector must be supported and promoted, especially during a period where it faces major challenges due to serious neglect over the past ten years.",6
"labor believes that when middle and working class tasmanian families are succeeding, australia prospers.",4
"we oppose the ‘cabinet’ system of local governance, which puts too much power in the hands of too few people.",1
this work will be funded within existing health budgets.,4
we also propose that full-time family caring work should be recognised by the pension system through gender neutral carers’ credits.,4
examine the use of the penalty points system to deter litter being thrown out of vehicles and the dumping of litter by the wayside.,4
for groups experiencing labour market inequality on grounds covered by equality legislation.,4
"review the point system used to assess new applications to match the reality of work in canada, including specific provisions for blue-collar workers and tradespeople.",3
"ukip believes it is time to make our nation truly democratic, and this is how we will do it.",1
"reverse the current sharp decline in the rate of woodland creation by aiming to plant a tree for every uk citizen over the next 10 years,",4
that home affairs is organised and,2
"as a result, we face an increasingly fierce competition for skills.",3
"over the next decade, national plans to spend less than 2 percent of the land transport budget for new infrastructure on public transport, walking and cycling.",3
the reality is that after five years of coalition government the safety net for social security is stronger and better than ever.,4
"in 2004, the liberal government accelerated funding under the municipal rural infrastructure fund, committing $1billion over five years rather than 10, essentially doubling the amount available for infrastructure projects,",3
"this is also backed by evidence from the sector, 8 and is reflected in the fact that ict jobs are included on the long term skill shortage list. 9",3
"strengthen enforcement of government financial guidelines, and introduce new criminal code penalties for fraud involving the misuse of taxpayers’ money.",5
"in the time since the commissioner's observation, the total amount of land in dairying has increased by another 18 percent, 7 and on each of those hectares we are squeezing in more cows than ever before.",3
"and for those who still live in new zealand but feel deeply torn between what this country has to offer and the much higher living standard which, for the foreseeable future, they could enjoy abroad.",3
with the advent of high density housing such plans have an increasing importance and relevance.,3
"we support increased local self-government for the united states citizens of the virgin islands, and closer cooperation between the local and federal governments to promote private sector-led development and self-sufficiency.",2
• aim to have 75 per cent of all sea-going jobs filled by new zealanders,6
they require access to finance to increase their survival rates and to enable them to grow.,3
adopt a road scheme: we will study an ‘adopt a road’ scheme that would allow private companies to advertise on national routes in return for contractual agreements to keep sponsored roads litter free and in good condition.,3
"the nationals will provide stronger protection for small businesses and farmers from anticompetitive conduct, including through:",3
care in the community has become a cover for unseen neglect.,4
"whitegate: fine gael supports the continuation of oil refining at whitegate, as a way of protecting our energy security.",3
and we will work with the nation’s most eminent museums and galleries to ensure their works and expertise are shared across the country.,4
labour:  would cripple our film industry by repealing the legislation national passed to ensure blockbuster movies – such as the hobbit – stay in new zealand.,2
furthermore we will establish a rainy day fund from 2017 to put aside budget surplus funds above that space during good times in order to invest it during any future downturn.,3
"we are also opening usable land for small businesses and residents in hundreds of communities, and creating thousands of jobs.",3
massive labour intensive housing and development programmes must be initiated in partnership with the private sector.,3
"* establish centres to enable graduate students and staff, whose work has commercial relevance, to prepare their work for transfer to the marketplace.",3
ensure an post will address access issues at company owned post offices within two years.,6
it is time the big four banks paid a fair contribution for the public support they receive.,3
the work will go abroad if there is no new zealand company offering the service.,3
our education system is not teaching the skills our children need for today’s job market.,4
we will stand up for the nhs - we want it to be protected not privatised.,4
"establish a state-owned insurer to offer retail and commercial services, especially for large assets.",3
make stamp duty fairer by “banding” rates so that owner-occupiers pay the higher rate only on the portion of the price over each threshold,3
"koongarra is an area of native woodland of great environmental and cultural significance, located within the boundaries of kakadu national park.",4
support the establishment of an independent climate commission to advise on setting carbon budgets and to report on meeting those budgets,4
"we will continue to improve further education through our network of national colleges,",4
"in some areas of england there is an even greater appetite for powers, but not every part of the country wants to move at the same speed and there cannot be a one-size-fits-all approach.",2
children should not be compelled to answer offensive or intrusive questionnaires.,5
"1. we will build a stronger, more productive and diverse economy with lower taxes, more efficient government and more productive businesses that will deliver more jobs, higher real incomes and better services for you and your family",3
"the doublelayered fencing on the border that was enacted by congress in 2006, but never completed, must finally be built.",5
"developing quality, relevant and accessible facilities and services for young people.",6
"• prison escapes are at their lowest ever, with only two in the year to 1 october 2011.",5
"hospitals will keep any surpluses they generate through savings, but will be bound by strict quality control stipulations.",4
"at present, the real choices are being made by the people themselves.",4
people-centred .,1
"the current president is repeating the disastrous cuts of the postvietnam war era,",0
"in addition, we will provide support for educational institutions developing programs aimed at older australians.",6
our aim: to restore trust in british politics.,1
this is far too low.,2
we rank amongst the world’s worst for wasteful use of natural resources.,3
ensure rongoā protection status in the natural health products bill,5
we support the historic role of the usda in agricultural research that has transformed farming here and around the world.,6
"sound environmental practices, with an emphasis on recycling and environmental sustainability are widely implemented in our country,",4
"we will make sure every property is up to scratch with new minimum standards, enforced through nationwide licensing and tougher sanctions for landlords who flout the rules.",3
even the ontario energy board has ruled that energy east poses more risks than benefits.,4
"we will get a fairer return for the australian community from our non-renewable natural resources, through our resource rent tax framework.",4
"australia's economy has recorded solid growth and is now over 14 per cent larger than when labor came to office in 2007, while many advanced economies are struggling to return to pre-global financial crisis levels.",3
"for supreme court appointments from quebec, nominating from a list of candidates submitted by the provincial government.",2
but will be managed by local authorities.,2
he has dedicated his life to public service – to serving his country and the australian people.,2
"with labour, the welfare state helps people into work, makes work pay, supports them at work, and demands responsibilities in return.",2
"similar to our approach with sports capital grants, we will encourage local authorities to provide high quality community amenities and green infrastructure, close to where people live.",3
"his dangerous, incoherent policies would undo the progress we have made.",2
those south african households who earn less than r4000 per month can opt to remain on their local or provincial housing list for an rdp/bng type home (important to remember: local lists will be cross-referenced with the national list to ensure that beneficiaries only benefit once and that housing opportunities occur fairly).,4
most businesses recognise the long-term value in treating their employers decently and developing their skills.,6
and a free and open market economy,3
"while other parties propose to seize people’s hard-earned assets, we want to make it easier for more people to become asset owners.",3
"sinn féin believes that publicly-funded projects must deliver on budget and on time,",2
"these policies are at the heart of education and are supported by teachers, principals, and trustees.",4
disarmament and,0
"their edict to the states concerning restrooms, locker rooms, and other facilities is at once illegal, dangerous, and ignores privacy issues.",5
"international competitiveness,",3
"as a result, iran is now increasingly isolated and the regime faces crippling economic pressure – pressure that will only build over time.",0
• restore an inclusive definition of personal injury.,4
use these findings to focus on state land – to redistribute it where necessary and to support community projects to farm it commercially.,6
and support sustainable livelihoods for the world’s poorest people.,3
require transparency when public service salaries exceed accepted public service bands.,2
"people want to get on, they want to give their children a better future, and they want to help to change britain for the better.",5
we will take immediate action to protect both the integrity of our borders and australia’s immigration programme.,5
"as well as destabilising our climate, this reliance traps us into stressful, unhealthy and expensive forms of travel.",4
"the most recent nbn corporate plan estimates that reverting to labor’s all-fibre plan would require peak funding of between $74 billion and $84 billion, and the rollout could not be completed until at least 2026 and possibly as late as 2028.",2
we will also work to increase the provision of services and protections for trafficking survivors.,4
"ireland should work with our european partners to develop a comprehensive new special resolution regime that ensures protection of banks’ depositors,",0
to pull our weight in protecting the northern portion of the north american continent;,0
"this is the best investment we can make in the future of our citizens, businesses – and our country.",5
"we have started with the basics; english, maths, science and history.",4
"life expectancy in severely deprived communities is lower and the incidence of chronic ill health, including mental ill health, higher.",4
and it’s why we will empower local councils and communities to run their own services – free from the interference of central government.,2
no one shareholder will be able to own more than about 10 per cent.,3
"this will include the construction of new dams, pipelines and managed aquifer recharge projects that are economically viable and will generate affordable water to grow regional economies.",3
open eight new service academies in 2012.,4
they should not be watered down by the threat of a de-regulated workforce.,3
we will set a 2017 target to formally dedicate those under existing consideration.,4
they function with the due care and prudence expected from the custodians of the savings of working families.,3
"we are improving access to alcohol and drug treatment services,",4
•environment,3
we will enshrine in law the obligation for federal departments to share information with the pbo.,1
and remove the dependence on student loans.,4
"cut the cost and size of government,",2
the practice of voluntary community service and corporate social responsibility and promote philanthropy;,4
"the most offensive instance of this war on religion has been the current administration’s attempt to compel faithrelated institutions, as well as believing individuals, to contravene their deeply held religious, moral, or ethical beliefs regarding health services, traditional marriage, or abortion.",5
"since coming to office in 2007, labor has put its commitment to tackling climate change and protecting our precious environment into action.",3
"– canada business, a primary source of business information, advice and referrals for entrepreneurs.",3
our defence strategy must be based first and foremost on australia's needs,0
the knowledge economy in northern ireland has developed a cybersecurity specialism and dup believes this is a critical area where northern ireland could contribute to countering the growing threat to national and global security.,0
 review the guidelines used to determine if a student still qualifies for orrs funding to ensure that future progress isn’t hampered by a reduction in allocation because the student has made progress;,4
a strong education system supports a sustainable and adaptable society capable of thriving in the face of multiple changes.,4
we need to carefully consider what must be included when applications are considered.,3
"bloody sunday, including securing an apology from the british government.",4
and strive for excellence.,4
"this means larger classes, less personal attention and fewer resources for students on the central coast..",4
it is a dangerous piece of legislation that does not make us safer.,1
regulation of assisted human reproduction: we will legislate to regulate assisted human reproduction services.,5
"as part of labour’s comprehensive spending review, all quangos and bodies significantly funded by the taxpayer will have to justify their existence as a separate entity.",1
"currently canada's tentative list for world heritage sites, which is an inventory of candidate sites to be considered for designation by the world heritage committee, only has seven potential sites on it and has not been updated in over a decade.",5
we must make sure that our interests are not ignored in the brexit negotiations - a vote for the snp will make sure that scotland’s voice is heard.,2
"it will be an important choice – indeed, a momentous choice for our country.",1
immediate and practical action is focussed on three key areas:,5
it is time to consign to history the idea that pouring ever-greater sums into the foreign aid budget is a signal of our virtue.,0
the da commits itself to: safeguarding the academic freedom of universities and technikons.,4
at least every three years the bus market will be opened up in tranches of 25%.,3
"a parliament which gives voice day in and day out to the interests of the developer,",3
and better signal willingness to pay.,3
the government will assist in this work by employing young people who are stuck on the dole and getting them working on improving the health of waterways.,4
"major investment in health, with a record high of 178,000 hip, knee and other elective operations – and we’ll increase that to 200,000 per year",4
the truth and reconciliation commission helped heal the wounds of the past.,5
labour will reform our transport system in order to provide more public control and put the public interest first.,3
education is the key to upward mobility.,4
and worked with united future to introduce the game animal council bill to recognise the status of hunters and allow management of herds on conservation land.,4
"in the creation of wealth and in competitive enterprise, consumer choice and reward for effort as the proven means of providing prosperity for all australians.",3
we are clear about what we want from europe.,0
that has to stop.,0
"to put that food need in perspective, that increase alone represents more food than has been produced over the entire course of human history.",6
republicans agree with the bush administration that there is no greater danger to our people than the nexus of terrorists and weapons of mass destruction (wmd).,5
the united states is the only nuclear power not modernizing its nuclear stockpile.,0
and precipitated the current migration crisis in europe.,5
plaid cymru has been vociferously opposed to the british government’s reforms to the legal aid budget which have stripped thousands of people of access to legal aid.,4
many women who need drug treatment services still do not access them for fear of their children being taken from them by the authorities,4
"but the way the act is administered commonly results in grossly excessive time and costs to obtain consents, especially for major projects.",3
and the poor.,4
establish a funding pool administered by private industry aimed at attracting young talent to the industry with post-school digital pathways and scholarships.,3
the green party believes it will allow one spouse to take a lower paying job in charitable or ngo work.,4
"labour in government increased this threshold to €13,000 and removed 700,000 taxpayers from the usc net.",2
continue to work through the acnc to streamline reporting mechanisms and cut red tape for community and not-for-profit organisations.,5
"in addition to the immediate jobs boost that independence will produce,",2
"to combat the harm done by drugs, we will: move the departmental lead on drugs policy to the department of health and social care,",4
"community “polyclinics” such as those found across europe, where people could access a range of health and mental health services, on a drop-in basis",4
"al-qaeda, which had attacked us on 9/11, remained entrenched in its safe havens.",0
"current admission prices are adults $23.50, children $17.50 (children under four are admitted for free) and annual membership $160 (for the first year or $127.50 for renewing family memberships).",3
foreign investment would be much lower if there were greater incentives for australians to invest in their own country.,3
"unlike national, which plans to cut real levels of expenditure in health, education and conservation, the green party will commit to maintaining the quality and reach of core government services.",4
this applies to the corrib gas field and other projects under exploration.,3
"we are equal under the law, of course, but south africa is nonetheless made up of many different cultures, groups, races, religions, communities and peoples.",5
"yet instead of learning, the conservatives have become more dogmatic, more extreme, more divided.",2
change the culture of road justice and civil compensation with a road danger reduction approach.,3
"corporations, banks and markets now operate across the globe with little respect for national borders.",0
this will be a legally binding referendum and we will implement the people’s decision immediately.,1
adding to physical standards of facilities.,6
we believe that access to tertiary education is primarily a public good.,4
national has a track record on achieving treaty settlements to be proud of.,2
· this has to be fixed.,3
we will continue to sell the government’s stakes in the bailed-out banks and building societies in order to deliver value for money for taxpayers and support the economy.,3
raises €96million.,3
"with no government support for most families between the end of parental leave and age three, and the average price for 25 hours a week of nursery childcare for a child under two now at £6,600 a year, too many new parents are forced to choose between caring for their child and their careers.",4
in the interim we will introduce a proportional system for the first elections after independence.,1
"couples like adrian and jules paalvast, with three new zealand-born sons – longing to return to new zealand, but feeling unable to do so because adrian makes three times the salary in australia that he could make in new zealand, thus enabling jules to stay home with her four children.",3
"worse than that, he revealed almost 60 fiscal risks – extra spending promises to add to the red ink.",3
irrigation infrastructure has the potential to improve freshwater quality as it allows more water into waterways at times of need.,4
"we also increased the number of resource teachers from 5,175 to 7,452 in 2016.",4
"fine gael increased the number of special needs assistants from 10,575 to 12,040.",4
nz first's stand is this - every citizen of this country is entitled to a fair go.,4
"introduce the national health insurance system (nhi) system, which will be phased in over the next five years.",4
horizontal infrastructure rebuild now halfway through.,3
"with the state sector, establish a two year trial programme to create more equitable opportunities for migrants to advance into senior positions including structured mentoring, pro-active promotion of opportunities to multicultural communities, and a ‘blind’ job application process for senior positions",5
the green party has a vision for aotearoa new zealand where families can head down to their local swimming hole and jump right in without worrying about getting sick.,4
"snp mps will oppose any such moves, and press for the charge to be scrapped altogether.",5
"mobile phone coverage is an essential form of connectivity, and can be even more important in rural and remote new zealand, where it has benefits for public safety as well as the ability to help grow productivity in our regions.",3
"specifically, local authorities should do so in all planning decisions.",4
"people must have an accountable local leader delivering on their crime and justice priorities, who they can vote out.",1
set national electric vehicle deployment targets and adaptively manage government policy to ensure the targets are met.,3
"and have increased the minimum income for our poorest students to £7,500 this year.",4
and free speech.,1
"a goal of a liberal government is for all canadians to have access to an appropriate care provider 24 hours a day, 7 days a week.",4
we will: continue pushing for a 50% reduction in eu greenhouse gas emissions by 2030,0
"gp training: to achieve our goal of more care in the community, we must invest in training for gps.",4
and introduce a biodiversty net gain approach to new development applications.,3
a udm government will act in accordance with the constitution and international best practice by protecting the rights of people living with disabilities.,4
and votes at 16,1
to better represent the interests of manufacturers and ensure they thrive.,3
scotland today is being kept held back by the union with england.,5
and the securing of effective regulation of the industry,4
that outcome is too critical to our own national security to be jeopardized by artificial or politically inspired timetables that neither reflect conditions on the ground nor respect the essential advice of our military commanders.,0
there are currently no specific national funding opportunities for schools and community groups for this purpose.,4
the serviced sites will also receive other services like area/neighbourhood cleaning and refuse removal.,2
"we will invest in our cultural and creative industries to create jobs and grow the middle class, and to strengthen our rich canadian identity.",4
"that is why a majority conservative government will get brexit done,",0
and develop consensus on the urgent need to transform the economy.,3
enabling all schools to offer a three-year senior cycle at second level.,4
ensuring that zimbabwe is self-sustainable and,0
. tenants will be given greater security of tenure,3
the working group undertook a comprehensive review of the welfare system and made 43 recommendations for change.,4
"introduce a digital bill of rights to protect on-line rights, modernising our copyright laws and empowering digital citizenship",1
passed legislation suspending tariffs on building products and removing antidumping duties to increase competition.,3
fianna fáil recognises that a fair and strategic immigration policy is imperative to sustaining a strong economy.,6
"and combat early and forced marriage, both at home and abroad.",1
"but its replacement, the current budget process, only worsened the money flow and came to rely on monstrous omnibus spending bills.",2
• investigate the establishment of a public service television channel.,4
"scotland’s embassies and consulates will exist to promote scottish trade and industry,",3
many experts are predicting rises as high as 6 degrees c.,4
"· we will simplify employment legislation,",2
"our commitment: to save energy, cut traffic congestion, stop the unnecessary destruction of the countryside and stem the tide of pollution.",4
"radically overhaul the bereavement allowance, slashed by the conservatives, so that widows and widowers receive far more support",4
act has grave reservations about new zealand's foreign aid programme.,0
"play a full role in the international community through its membership of the european union,",0
scrapping the ineffective and toothless ministry for women under the presidency and diverting its funding to the commission for gender equality and the newly established national council on gender-based violence.,2
"goff, “you know it is really dumb to sell the assets.",3
• the alliance will use nz's security council seat to propose change* to imf and world bank monetary policy so that future investment promotes sustainable economic activity.,0
"work in conjunction with the private sector, local and regional authorities, nama, approved housing bodies and the co-operative movement to ensure delivery of supply, help achieve scale, and provide long-term planning for the future;",2
brought forward school funding during the economic recession to provide an essential stimulus to the economy.,3
huge investments are being made in renewable energy internationally with the cost of solar generation in particular dropping dramatically in the recent years.,3
"we will work to ensure a tolerant, welcoming society for new citizens and minorities.",5
"this means safer communities, less crime and fewer repeat offenders clogging up our courts and prisons.",5
we have a comprehensive programme to ensure our prison system is fit-for-purpose,5
including how to recognize the signs of drug use and how to prevent their children from using drugs in the first place.,5
that device and drug jobs stay in the u.s.,6
small business is very dependent on postal service.,3
"these programmes shall be transformed into self-sustaining, privately owned businesses that have the potential to grow, accumulate assets and",3
"the ndp’s clean air act will undo the damage caused by liberal neglect and set a firm target – by 2020, canada’s greenhouse gas emissions will be 25% below what they were in 1990.",4
getting brexit done.,0
"deploy demand side management and significantly expand and improve the efficiency of the electricity grid, doubling its capacity so that it can distribute the increased electricity the uk will need",3
"invest in bus services by: substantially increasing funding for buses, enabling local authorities to restore old routes and open new ones.",4
"ban blood sports with heavy penalties for organisers of, and participants in, illegal blood sports,",4
"the uk government is determined to push ahead with the hinkley point c nuclear plant in the south of england, which will cost at least £18 billion to build and will result in huge costs for taxpayers and consumers.",2
"above all, democrats are the party of inclusion.",4
now more and more jobs need tertiary level education or training.,4
we remain committed to devolving power to people and places across the uk.,1
"transfer the ‘equality’ function from the department of justice to the new department of social and equality affairs , with responsibility for integration policy.",4
"abolish the student travel card,",6
the overall cost of administering the uk’s tax system is estimated by the inland revenue at 1.1 p for every £1 collected in tax.,2
 ensure adequate police coverage of rural areas;,5
effectively addresses systemic discrimination.,4
this is critical to realising our goals for a knowledge led economy and society.,4
the goals include a reduction in the incidence of invasive cervical cancer and the cervical cancer death rate.,6
we established the canadian partnership against cancer and the mental health commission of canada and supported the spinal cord injury translational research network of the rick hansen foundation.,4
the alliance believes that the super-rich should pay for the economic crisis.,3
the liberals will rip $168 million from the university of tasmania over the next five years.,4
investigate the potential for information sharing between the criminal and family courts and the parole board.,5
contract protects both parties,3
above all it means a long-term loss of financial resources as a result of reduced uk economic growth.,0
peace-making,0
we also have a tourism brand worth marketing globally.,5
"we also pioneered the skills to work initiative which brought together key programmes and gave jobseekers access to training, work experience and job opportunities.",3
"we will establish a register of persons considered unsafe to work with children, young people",6
"in february 2006 alone, canadians bought $8 billion in mutual funds.",2
"if re-elected, the government will protect koongarra, honor the wishes of the traditional owner and incorporate the land into kakadu national park.",4
we will also support steps to increase the capital available to the green investment bank,3
we opposed cuts in community employment (ce) and j1 schemes.,4
suitable protection for low-income households,6
that is why fine gael will abolish the €3 travel tax subject to a deal being agreed with ryanair and aer lingus to re-open closed routes and bring more tourists into ireland.,3
restore twin-track lines to major routes,3
"within this context, eff appreciates that there various political, social and economic challenges that confront the world today and as a progressive internationalist movement that is anti-capitalist and anti-imperialist, we carry the obligation to work with progressive forces of change in the world, which are based on principles of solidarity and equal distribution of the world wealth.",4
makes democracy more democratic,1
"our global health policy will bring the best of our scientific knowledge, financial resources, management skills, and compassion to the challenge of improving health conditions around the world.",0
americans believe that diversity is our greatest strength.,5
• almost half a billion dollars of government and industry investment in the primary growth partnership – promoting innovation on and off the farm.,6
this has been achieved as a direct result of consultation with people with disabilities their families and carers and includes the following actions:,6
our party supports the efforts of president bush and congressional republicans to enact legislation during the next term.,4
-• a strong federal system requires commitment from the governments of the states and the commonwealth.,2
we will establish an independent national electoral commission.,1
lower the existing foreign investment review board threshold ($252m) so that all proposed overseas transactions greater than $5m are subject to greater scrutiny,3
"that is why we will support targeted, and properly overseen, measures to identify suspected extremists and, if necessary, examine their online activity and communications.",5
new or improved houses coming on stream from the building and renovation programme will be protected from the right to buy at a discounted price.,4
britain suffers from an overcentralised political system,2
a gillard labor government will invest $1 billion over the next decade in our electricity networks to connect australia’s rich but remote renewable resources to australian homes.,3
or state-funded political activism,2
"in tertiary education settings, students are discriminated against in that they are the only group in society who must borrow in order to cover their living costs while they study.",4
all estimates of america’s oil and natural gas reserves indicate an incredible bounty for the use of many generations to come.,3
"under the current administration, the civil service has grown by at least 140,000 workers, while the number making at least $150,000 has doubled.",2
"a clearly defined new professional code of ministerial responsibility is required to govern the standards of our ministers, including a clear job description,",1
"it is a sacred promise to the american people—that federal workers, both civil servants and political appointees, will put the interests of the many ahead of their own personal concerns.",5
reuniting it with the post office and creating a publicly owned post bank run through the post office network,3
"as a society, we benefit from a depoliticised system area and the application instead of health and professional considerations.",2
we will fight to salvage the inuit hunting culture under rapid assault due to the impacts of the climate crisis.,5
and give him or her the power to fully investigate and hold to account anyone who breaks canada's electoral laws.,1
the coalition government has already given an enormous boost to regional air services in new south wales by providing regional airlines with guaranteed access to sydney airport.,3
"we must urgently cut climate pollution, but some dangers are now inevitable.",4
economic growth is forecast to reach around 4 per cent this year,3
"our agriculture, fisheries and food industry employs over 230,000 people and we export some €9 billion of food produce to the rest of the world.",6
"victims of phone hacking have been let down by a conservative government that promised them justice, but failed to follow through.",5
"women still earn just 82 cents to every dollar men earn, with even greater disparities for women of color.",4
under our progressive taxation system this would result in a reduction in combined income tax paid where there is a significant difference in income between partners.,5
protect your privacy by updating data laws for the internet age with a digital bill of rights,1
while learning in an environment where they will be happy and fulfilled.,4
we will protect nevada and its communities from the high-level nuclear waste dump at yucca mountain which has not been proven to be safe by sound science.,4
encourage greater support for non-governmental organisations (ngo) and non-profit organisations (npo) who deliver vital services on behalf of the state,5
end the use of snares.,4
we will legislate to allow for applicants in the planning system to opt for a one-stop-shop,2
we will ensure directors' salaries are fair.,2
"the alliance will introduce a progressive tax system where those who can afford to will pay more, and those on the lowest incomes (the majority) will pay less as shown below:",4
to ensure the highest standards of equality and fairness in public services we will: maintain the public sector equality duty,4
"as part of the agreement we strike, we want to make sure that there are as few barriers to trade and investment as possible.",3
we will put the national data guardian for health and social care on a statutory footing to ensure data security standards are properly enforced.,5
8. restore the telephone allowance which contributes to the isolation and loneliness of elderly people,4
"economies grow when people have the freedom to take charge of their own lives and their own destiny, to use what they have to get what they want.",1
"according to the investment association, shareholder pressure has resulted in thirty percent of ftse 100 companies pledging to cut executive pension contributions.",6
initiate a review of the entire justice system and align it to tikanga māori with a focus on removing institutional bias,5
"in the past, judicial discretion about sentences led to serious mistakes concerning dangerous criminals.",5
"public policy should advance their affordability, innovation, and transparency",3
and it is why we will re-engage with our european allies to protect our national interest after five years of britain being sidelined in europe and isolated abroad.,0
a unified and simplified system.,2
we will make a £28.8 billion investment in strategic and local roads.,3
"we must right the wrongs in our democracy,",1
"we had a trade surplus of $3.7b last year, earning $70.1b in export revenue",3
as well as the scope for tighter insulation and air infiltration requirements.,3
"however, broken promises reduce confidence in our political system,",1
develop policy framework on introduction of agri-parks and,6
"the new maximum rate of ftb-a for 16 to 18 year olds will increase to $208 per fortnight, leading to a total amount of $6,161 per year.",5
income matters.,4
"- from €15,500 to €7,250, and reducing stamp duty charge to be paid on the average home in dublin by €17,050 - from €32,250 to €15,200",3
"given this impact, and the fact that sheep and beef greenhouse gas emissions are below 1990 levels, we have decided to temporarily exempt all other biological emissions from the levy except for dairy emissions.",6
"internationally, more health services are expanding “hospital in the home” type services.",4
we will also give extra training to teachers who are required to teach subjects at secondary level where they themselves do not have a post a- level qualification.,4
"that will be resilient enough to respond to internal and external shocks,",2
and public confidence in the police has also been put at risk.,5
the housing needs of aboriginal and torres strait islander people should be met as a matter of urgency.,4
"eliminate personal taxes on incomes below the low-income cut-off ($20,000 for single person living in a city).",4
"we need to reform our social protection system so that it is the first step on a path back to work, education or training, not a poverty trap.",4
these payments will go straight towards funding the awards made by the criminal injuries compensation tribunal which is currently paid for from central exchequer funds.,5
the money should still be invested and spent better on: expansion of the public transport bus fleet,3
"promote reconciliation and human rights in sri lanka,",1
under a udm government this ministry will specifically monitor and work with all government departments to ensure that women have the same opportunities as their male counterparts in all aspects of life.,4
-the recruitment of additional medical staff as set out in this manifesto will significantly contribute to a reduction in waiting lists.,4
"ongoing research, development and extension are essential to both improve the sustainability of australian agriculture and to maintain its competitiveness.",6
creating a canadian centre for environmental heath to promote research on human and ecological health.,3
"and when a senior becomes widowed, he or she can lose access to some benefits their spouse received and can face difficult financial circumstances as a result.",6
the united nations remains in dire need of reform,0
we will establish a comprehensive race equality strategy to break down the barriers still faced by black and minority ethnic communities.,4
"postgraduate and graduate education students, social work students, speechlanguage therapists, occupational therapists, audiology students, information systems students and other students will be available to these schools to support programmes that emphasise holistic wellness in schools and give workshops to address abuse, bullying, drug addiction and other matters affecting children,",4
"creating up to 7,000 jobs.",6
"ensure that repayment rates reflect borrowers' ability to repay by adjusting the repayment thresholds to start at a higher income level, and introduce a progressive repayment scheme",4
"this will give one million of our most vulnerable seniors – who are often women – almost $1,000 more each year.",4
we will extend the right to buy to tenants in housing associations to enable more people to buy a home of their own.,3
"lowered the general breath and blood alcohol limits, and introduced a zero blood alcohol limit for drivers under the age of 20.",5
"spending aid money effectively to alleviate poverty and enhance self-reliance, not diverting it to military needs or the detention of refugees",0
raise the age of criminal responsibility from 10 to 14.,4
"we know of no precedent for the scale of what is happening in international markets, nor for the scale of the responses being made in those world capitals where financial services make a significant contribution to the size of the economy.",3
""" republicans affirm that there is nothing complicated about supporting soldiers in battle.",0
"racially divisive rhetoric, rooted in populism that venerates the failed nationalist policies of countries like zimbabwe and venezuela, takes advantage of the reality that there has been no real justice or redress for our divided past.",4
europe is the largest chemicals market in the world.,0
we will resource iwi capacity to be engaged in student achievement – as a provider and an advisor in teacher professional development,4
make sure children have the best possible chance to learn and grow in our schools by ensuring: all children without sufficient nutrition at home will receive both morning and lunch meals.,4
the capital installation is proceeding well.,3
"reducing the time to discharge from bankruptcy from six years to one for “honest bankrupts”, defined as one that has materially complied with the tax, nama and companies acts among others;",3
high debt and deficits are a risk to economic stability and it is simply not right to borrow too much money and expect our children to pay it back.,3
"and we will fight tirelessly for a better deal for consumers, in the private and public sectors.",4
"and provide them with a clean start through targeted detection, deterrence, treatment and education programmes;",5
"allowing the merits of decisions to be challenged in court by the community, with protection from court costs for public interest cases",4
"we must deter the threat posed by rogue aggressors with the assurance that justice will be served through stateoftheart surveillance, enhanced special operations capabilities, and unmanned aerial systems.",0
mana whenua,5
"agriculture’s emissions intensity (dollars of gdp per tonne of co2 equivalent emissions) has improved by 33% since 1990 and 17% since 2008, but progress has stalled recently.",3
government must play an integral role in fostering small business growth and in doing so reduce bureaucratic obstacles.,3
"nhi will be publicly funded and publicly administered and will provide the right of all to access quality health care, which will be free at the point of service.",4
oversight of the banking system signally failed.,1
the coalition government redistributed wealth in favour of the alreadywealthy.,4
to restore the contract between the generations that provides security for older people while being fair to the young; and,4
the right of ireland to opt in and opt out of aspects of a mutual defence and security system on a caseby-case basis,0
